Day fraction since midnight on 10/27/2019	Pressure Sensor (volts)	Influent Turbidity (NTU)	Effluent Turbidity (NTU)	PumpControl(Clay) ()	PAC Flow Rate (mL/s)	CoagMass ()	drain control ()	coagulant pump ()	clay pump ()	waste pump ()
0.01088885	0.00743570	0.60056871	908.48547363	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01094672	0.00757449	0.60226095	927.20892334	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01100459	0.00747421	0.60254794	966.99530029	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01106246	0.00756412	0.60186809	1035.90051270	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01112034	0.00747239	0.60295975	1083.20227051	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01117820	0.00756684	0.60317534	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01123607	0.00742874	0.60224217	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01129397	0.00756078	0.60202682	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01135183	0.00740998	0.60205507	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01140970	0.00753908	0.60236555	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01146756	0.00745947	0.60173786	1066.06359863	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01152544	0.00752021	0.60199630	1033.29394531	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01158330	0.00747562	0.60235351	991.67694092	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01164117	0.00754209	0.60258776	958.38366699	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01169905	0.00744078	0.60294622	959.11138916	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01175691	0.00754160	0.60362357	972.51190186	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01181478	0.00744535	0.60327661	983.31781006	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01187265	0.00751234	0.60345829	1010.58673096	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01193054	0.00751479	0.60280305	1046.29052734	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01198841	0.00746382	0.60269773	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01204627	0.00749015	0.60181779	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01210414	0.00750945	0.60116130	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01216201	0.00750230	0.60259837	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01221988	0.00750364	0.60389620	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01227775	0.00752276	0.60369247	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01233563	0.00748316	0.60342866	1084.22888184	0.00193921	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01239349	0.00757877	0.60393822	1044.81677246	0.00108541	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01245136	0.00745504	0.60307187	1031.08666992	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01250924	0.00755581	0.60516793	1030.53967285	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01256712	0.00750567	0.60456240	1042.03540039	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01262498	0.00752805	0.60601336	1074.69970703	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01268285	0.00748844	0.60549635	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01274072	0.00759357	0.60406953	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01279859	0.00740799	0.60342842	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01285646	0.00755372	0.60273635	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01291433	0.00742048	0.60269022	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01297221	0.00754860	0.60205257	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01303007	0.00748401	0.60293347	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01308794	0.00753403	0.60309094	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01314582	0.00745887	0.60310620	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01320369	0.00758926	0.60315895	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01326156	0.00745128	0.60290998	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01331943	0.00757457	0.60295707	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01337731	0.00750200	0.60260397	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01343517	0.00757562	0.60327703	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01349305	0.00754432	0.60427874	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01355090	0.00757613	0.60484469	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01360877	0.00751604	0.60425961	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01366664	0.00759642	0.60340774	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01372453	0.00747445	0.60373908	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01378239	0.00756309	0.60361809	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01384026	0.00756826	0.60430413	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01389813	0.00753500	0.60490352	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01395600	0.00756162	0.60441774	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01401387	0.00754847	0.60442394	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01407174	0.00756762	0.60397732	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01412961	0.00756443	0.60317236	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01418748	0.00757329	0.60281157	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01424535	0.00751942	0.60357863	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01430322	0.00763851	0.60446566	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01436111	0.00749687	0.60413069	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01441898	0.00760578	0.60453600	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01447684	0.00753680	0.60368651	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01453471	0.00759138	0.60466522	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01459258	0.00753171	0.60443437	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01465046	0.00761233	0.60433781	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01470832	0.00751897	0.60334218	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01476619	0.00763481	0.60289818	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01482406	0.00749936	0.60296237	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01488194	0.00761561	0.60305518	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01493981	0.00755292	0.60173434	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01499768	0.00761465	0.60078859	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01505556	0.00754066	0.60128659	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01511342	0.00766533	0.60120636	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01517129	0.00752056	0.60122907	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01522916	0.00765210	0.60147727	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01528703	0.00756659	0.60149294	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01534491	0.00762105	0.60432887	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01540277	0.00759514	0.60355461	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01546064	0.00761625	0.60424000	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01551851	0.00758030	0.60413754	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01557639	0.00766419	0.60343659	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01563427	0.00758738	0.60300314	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01569214	0.00762048	0.60437262	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01575001	0.00765558	0.60425413	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01580788	0.00759863	0.60602534	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01586574	0.00765951	0.60450041	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01592362	0.00762599	0.60394543	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01598148	0.00766098	0.60298890	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01603936	0.00764521	0.60308713	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01609721	0.00767241	0.60273159	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01615510	0.00761047	0.60212666	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01621297	0.00772321	0.60319084	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01627085	0.00758623	0.60470110	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01632872	0.00770297	0.61174828	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01638659	0.00762654	0.60881686	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01644444	0.00767881	0.60863209	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01650233	0.00761161	0.61074418	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01656019	0.00769186	0.61243099	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01661805	0.00758241	0.60962290	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01667592	0.00773069	0.60754716	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01673380	0.00755858	0.60602939	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01679167	0.00764762	0.60821664	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01684954	0.00761080	0.60770136	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01690742	0.00765377	0.60883731	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01696528	0.00752935	0.62958962	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01702316	0.00766631	0.62245029	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01708102	0.00755895	0.61569935	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01713889	0.00767995	0.61161315	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01719676	0.00757603	0.61122698	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01725463	0.00766236	0.61593777	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01731250	0.00763533	0.61486351	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01737039	0.00763621	0.61328840	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01742825	0.00763114	0.61013252	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01748612	0.00763471	0.60821372	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01754400	0.00760515	0.60657847	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01760187	0.00764697	0.60748160	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01765973	0.00762439	0.62837529	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01771760	0.00762202	0.63262129	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01777547	0.00768503	0.62449664	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01783334	0.00757103	0.61941743	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01789121	0.00765047	0.61699039	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01794908	0.00761629	0.61936474	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01800696	0.00764733	0.61935979	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01806483	0.00759780	0.62859839	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01812270	0.00769011	0.62739497	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01818058	0.00757084	0.63028771	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01823844	0.00770614	0.62568724	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01829631	0.00757156	0.62830001	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01835418	0.00769581	0.63298899	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01841204	0.00762682	0.63765532	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01846991	0.00768461	0.64119971	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01852778	0.00762137	0.65253079	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01858567	0.00771564	0.64956909	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.01864355	0.00754840	0.65137517	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
